,few_shots_answer,rag_answer,answers,few_shots_time,rag_time
141,N/A,Contradiction,Contradiction,5.933191041998725,2.1203389580005023
142,Contradiction,Contradiction,Contradiction,4.9302513750008075,2.1062084160002996
143,Entailment,Entailment,Entailment,3.0802915829990525,1.932902374996047
144,Entailment,Entailment,Entailment,2.9666926249992684,2.063684332999401
145,Entailment,Entailment,Entailment,2.5558434999984456,2.087078833996202
146,Entailment,Entailment,Entailment,3.0165772910040687,1.8291128749988277
147,Entailment,Entailment,Entailment,2.741621125001984,2.1538327079979354
148,Contradiction,Entailment,Entailment,2.66145412500191,5.560528375001013
149,Entailment,Entailment,Entailment,3.359522457998537,1.9252044169988949
150,Entailment,Entailment,Entailment,3.268109832999471,4.652659291999953
151,Entailment,Entailment,Entailment,3.891505792000317,2.225425749998976
152,Entailment,Entailment,Entailment,4.130770333998953,2.3302980409989686
153,Contradiction,Entailment,Entailment,4.98014504099956,4.61187154199979
154,Entailment,Entailment,Entailment,3.1737771659991267,1.9706385000026785
155,Entailment,Entailment,Entailment,2.9389167499975883,1.8569822089993977
156,Entailment,Entailment,Entailment,2.7876180419989396,5.46587829100099
157,Entailment,Entailment,Entailment,4.088805083998523,3.1181284169997525
158,Entailment,N/A,Entailment,9.141899792000912,4.243294541998694
159,Entailment,Entailment,Entailment,3.7785570830001234,3.086434959001054
160,Entailment,Entailment,Entailment,5.097742292000476,2.2721608330011804
161,Entailment,Entailment,Entailment,3.391937083000812,3.114802416999737
162,Entailment,Entailment,Entailment,3.2880501250001544,1.9688845410055364
163,Entailment,Entailment,Entailment,2.4332164999941597,6.3674367500007065
164,Entailment,Entailment,Entailment,3.614929790999667,2.633752583999012
165,Entailment,Entailment,Entailment,3.5366328340005566,2.408197000000655
166,Contradiction,Contradiction,Contradiction,3.81678062500032,3.2945045420001406
167,Contradicted,Entailment,Entailment,14.945667333999154,1.9356726249989151
168,Contradiction,Contradicted,Entailment,4.280216916999052,2.7326933330004977
169,Entailment,Entailment,Entailment,4.001063791998604,2.1650999580015196
170,Entailment,Entailment,Entailment,7.247907458000555,2.5931910409999546
171,Entailment,Entailment,Entailment,4.009270999998989,4.609223833000215
172,Entailment,Entailment,Entailment,3.692723750000369,3.102976874999513
173,Entailment,Entailment,Entailment,3.4632478749990696,3.628165542000715
174,Contradiction,Entailment,Entailment,3.0056772499992803,1.7061737079984596
175,Entailment,Contradicted,Entailment,3.254705417000878,2.0129244589988957
176,Entailment,N/A,Entailment,3.3347475830014446,4.796671415999299
177,Entailment,Entailment,Entailment,2.7961679580039345,2.051604790998681
178,Entailment,Entailment,Entailment,2.1838957920044777,4.98788925000008
179,Entailment,Entailment,Entailment,3.586296499999662,2.6666231250001147
180,Entailment,Entailment,Entailment,3.873196124999595,2.7942504169986933
181,Entailment,Entailment,Entailment,3.626795207999749,2.555352249999487
182,Contradiction,Contradiction,Contradiction,4.257847124999898,3.254697332999058
183,Contradiction,Entailment,Entailment,4.76035045900062,7.01952829199945
184,Entailment,Entailment,Entailment,3.463659875000303,1.8805064589978429
185,Entailment,Entailment,Entailment,2.735501999995904,1.970797792004305
186,Entailment,Entailment,Entailment,6.5081239999999525,7.673177874999965
187,Contradiction,Contradiction,Contradiction,4.7679313750013534,2.9856657910004287
188,Contradiction,Contradiction,Contradiction,3.603442957999505,1.998445167000682
189,Entailment,Entailment,Entailment,4.152278833998935,2.391982666998956
190,Entailment,Entailment,Entailment,3.680831958999988,5.835946041999705
191,Entailment,Contradicted,Entailment,3.7918815839984745,2.2033458329970017
192,Entailment,Contradiction,Contradiction,2.725331500005268,1.9881083329964897
193,Contradiction,N/A,Contradiction,4.815791958000773,8.137299834001169
194,Entailment,N/A,Contradiction,5.20578420899983,5.141247042000032
195,Contradiction,N/A,Contradiction,3.0983362089991715,5.525931959000445
196,Contradiction,N/A,Contradiction,5.117582625000068,3.972255499998937
197,Contradiction,Contradicted,Contradiction,3.577555833999213,2.8504862499994488
198,Contradiction,Entailment,Contradiction,3.8541822919996775,1.8879217090016027
199,Entailment,Entailment,Entailment,4.109364500000083,5.280287957999462
